Num1,Num2,Num3,Num4,Num5,Num6,combined
3,18,19,23,32,45,Num1: 3; Num2: 18; Num3: 19; Num4: 23; Num5: 32; Num6: 45
7,27,30,33,35,37,Num1: 7; Num2: 27; Num3: 30; Num4: 33; Num5: 35; Num6: 37
1,10,23,26,28,40,Num1: 1; Num2: 10; Num3: 23; Num4: 26; Num5: 28; Num6: 40
2,3,11,26,37,43,Num1: 2; Num2: 3; Num3: 11; Num4: 26; Num5: 37; Num6: 43
9,26,35,37,40,42,Num1: 9; Num2: 26; Num3: 35; Num4: 37; Num5: 40; Num6: 42
4,7,32,33,40,41,Num1: 4; Num2: 7; Num3: 32; Num4: 33; Num5: 40; Num6: 41
6,14,19,25,34,44,Num1: 6; Num2: 14; Num3: 19; Num4: 25; Num5: 34; Num6: 44
7,9,18,23,28,35,Num1: 7; Num2: 9; Num3: 18; Num4: 23; Num5: 28; Num6: 35
8,17,20,35,36,44,Num1: 8; Num2: 17; Num3: 20; Num4: 35; Num5: 36; Num6: 44
1,5,13,34,39,40,Num1: 1; Num2: 5; Num3: 13; Num4: 34; Num5: 39; Num6: 40
9,18,23,25,35,37,Num1: 9; Num2: 18; Num3: 23; Num4: 25; Num5: 35; Num6: 37
1,20,26,28,37,43,Num1: 1; Num2: 20; Num3: 26; Num4: 28; Num5: 37; Num6: 43
4,5,7,18,20,25,Num1: 4; Num2: 5; Num3: 7; Num4: 18; Num5: 20; Num6: 25
2,4,21,26,43,44,Num1: 2; Num2: 4; Num3: 21; Num4: 26; Num5: 43; Num6: 44
7,8,27,29,36,43,Num1: 7; Num2: 8; Num3: 27; Num4: 29; Num5: 36; Num6: 43
5,13,17,18,33,42,Num1: 5; Num2: 13; Num3: 17; Num4: 18; Num5: 33; Num6: 42
4,5,6,8,17,39,Num1: 4; Num2: 5; Num3: 6; Num4: 8; Num5: 17; Num6: 39
6,12,17,18,31,32,Num1: 6; Num2: 12; Num3: 17; Num4: 18; Num5: 31; Num6: 32
10,14,18,20,23,30,Num1: 10; Num2: 14; Num3: 18; Num4: 20; Num5: 23; Num6: 30
6,30,38,39,40,43,Num1: 6; Num2: 30; Num3: 38; Num4: 39; Num5: 40; Num6: 43
3,12,13,19,32,35,Num1: 3; Num2: 12; Num3: 13; Num4: 19; Num5: 32; Num6: 35
3,4,9,17,32,37,Num1: 3; Num2: 4; Num3: 9; Num4: 17; Num5: 32; Num6: 37
6,7,24,37,38,40,Num1: 6; Num2: 7; Num3: 24; Num4: 37; Num5: 38; Num6: 40
3,4,16,30,31,37,Num1: 3; Num2: 4; Num3: 16; Num4: 30; Num5: 31; Num6: 37
2,6,12,31,33,40,Num1: 2; Num2: 6; Num3: 12; Num4: 31; Num5: 33; Num6: 40
22,23,25,37,38,42,Num1: 22; Num2: 23; Num3: 25; Num4: 37; Num5: 38; Num6: 42
2,11,21,25,39,45,Num1: 2; Num2: 11; Num3: 21; Num4: 25; Num5: 39; Num6: 45
1,7,36,37,41,42,Num1: 1; Num2: 7; Num3: 36; Num4: 37; Num5: 41; Num6: 42
9,25,30,33,41,44,Num1: 9; Num2: 25; Num3: 30; Num4: 33; Num5: 41; Num6: 44
2,4,16,17,36,39,Num1: 2; Num2: 4; Num3: 16; Num4: 17; Num5: 36; Num6: 39
8,19,25,34,37,39,Num1: 8; Num2: 19; Num3: 25; Num4: 34; Num5: 37; Num6: 39
2,9,16,25,26,40,Num1: 2; Num2: 9; Num3: 16; Num4: 25; Num5: 26; Num6: 40
14,15,26,27,40,42,Num1: 14; Num2: 15; Num3: 26; Num4: 27; Num5: 40; Num6: 42
16,24,29,40,41,42,Num1: 16; Num2: 24; Num3: 29; Num4: 40; Num5: 41; Num6: 42
14,27,30,31,40,42,Num1: 14; Num2: 27; Num3: 30; Num4: 31; Num5: 40; Num6: 42
11,16,19,21,27,31,Num1: 11; Num2: 16; Num3: 19; Num4: 21; Num5: 27; Num6: 31
9,13,21,25,32,42,Num1: 9; Num2: 13; Num3: 21; Num4: 25; Num5: 32; Num6: 42
10,23,29,33,37,40,Num1: 10; Num2: 23; Num3: 29; Num4: 33; Num5: 37; Num6: 40
